Parent,OffID,BirthDate,SpouseID,Confidence,InferenceMethod,ParentageRef,HalfSibInference,MotherSource,FatherSource,ParentSex
,190,05/09/1989,,,,,FALSE,0,0,0
,191,04/09/1989,,,,,FALSE,0,0,0
,192,03/09/1989,,,,,FALSE,0,0,0
,193,03/09/1989,,,,,FALSE,0,0,0
,194,03/09/1989,,,,,FALSE,0,0,0
,195,02/09/1989,,,,,FALSE,0,0,0
,196,02/09/1989,,,,,FALSE,0,0,0
,197,01/09/1989,,,,,FALSE,0,0,0
,198,01/09/1989,,,,,FALSE,0,0,0
,199,02/12/1986,,,,,FALSE,0,0,0
,200,10/09/1988,,,,,FALSE,0,0,0
,201,30/08/1989,,,,,FALSE,0,0,0
,202,01/07/1989,,,,,FALSE,0,0,0
,203,20/12/1988,,,,,FALSE,0,0,0
,204,12/03/1988,,,,,FALSE,0,0,0
,205,22/02/1989,,,,,FALSE,0,0,0
,206,24/09/1988,,,,,FALSE,0,0,0
,207,22/11/1988,,,,,FALSE,0,0,0
,208,23/01/1989,,,,,FALSE,0,0,0
,209,25/02/1989,,,,,FALSE,0,0,0
,210,29/12/1987,,,,,FALSE,0,0,0
,211,10/12/1987,,,,,FALSE,0,0,0
,212,18/01/1988,,,,,FALSE,0,0,0
,213,06/07/1988,,,,,FALSE,0,0,0
,214,10/07/1988,,,,,FALSE,0,0,0
,215,27/07/1988,,,,,FALSE,0,0,0
,216,27/07/1988,,,,,FALSE,0,0,0
,217,02/08/1988,,,,,FALSE,0,0,0
,218,03/08/1988,,,,,FALSE,0,0,0
,219,11/08/1988,,,,,FALSE,0,0,0
,220,12/08/1988,,,,,FALSE,0,0,0
,221,25/06/1988,,,,,FALSE,0,0,0
,222,24/09/1987,,,,,FALSE,0,0,0
,223,24/09/1987,,,,,FALSE,0,0,0
,224,23/09/1988,,,,,FALSE,0,0,0
,225,27/06/1988,,,,,FALSE,0,0,0
,226,19/11/1987,,,,,FALSE,0,0,0
,227,25/09/1988,,,,,FALSE,0,0,0
,228,24/09/1988,,,,,FALSE,0,0,0
,229,26/09/1987,,,,,FALSE,0,0,0
,230,26/09/1987,,,,,FALSE,0,0,0
,231,19/11/1987,,,,,FALSE,0,0,0
,232,19/11/1987,,,,,FALSE,0,0,0
,233,28/06/1988,,,,,FALSE,0,0,0
,234,26/09/1988,,,,,FALSE,0,0,0
,235,26/09/1988,,,,,FALSE,0,0,0
,236,26/09/1988,,,,,FALSE,0,0,0
,237,28/06/1988,,,,,FALSE,0,0,0
,238,17/09/1988,,,,,FALSE,0,0,0
,239,27/09/1988,,,,,FALSE,0,0,0
,240,27/09/1988,,,,,FALSE,0,0,0
,241,28/09/1987,,,,,FALSE,0,0,0
,242,28/09/1988,,,,,FALSE,0,0,0
,243,28/09/1988,,,,,FALSE,0,0,0
,244,28/09/1987,,,,,FALSE,0,0,0
,245,29/09/1987,,,,,FALSE,0,0,0
,246,28/09/1988,,,,,FALSE,0,0,0
,247,30/09/1987,,,,,FALSE,0,0,0
,248,30/09/1987,,,,,FALSE,0,0,0
,249,29/09/1988,,,,,FALSE,0,0,0
,250,19/09/1988,,,,,FALSE,0,0,0
,251,08/09/1989,,,,,FALSE,0,0,0
,252,14/08/1990,,,,,FALSE,0,0,0
132,253,18/07/1990,122,,,,FALSE,1,1,0
132,254,18/07/1990,122,,,,FALSE,1,1,0
135,255,08/08/1990,131,,,,FALSE,1,1,0
135,256,08/08/1990,131,,,,FALSE,1,1,0
235,257,11/07/1990,241,,,,FALSE,1,1,0
230,258,22/08/1990,246,,,,FALSE,1,1,0
118,259,29/08/1990,231,,,,FALSE,1,1,0
118,260,29/08/1990,231,,,,FALSE,1,1,0
244,261,05/09/1990,243,,,,FALSE,1,1,0
,262,26/09/1990,,,,,FALSE,0,0,0
224,263,26/09/1990,223,,,,FALSE,1,1,0
224,264,26/09/1990,223,,,,FALSE,1,1,0
126,265,17/10/1990,123,,,,FALSE,1,1,0
126,266,17/10/1990,123,,,,FALSE,1,1,0
118,267,19/12/1990,231,,,,FALSE,1,1,0
242,268,19/12/1990,240,,,,FALSE,1,1,0
61,269,19/12/1990,247,,,,FALSE,1,1,0
230,270,19/12/1990,246,,,,FALSE,1,1,0
,271,02/01/1991,,,,,FALSE,0,0,0
,272,14/02/1991,,,,,FALSE,0,0,0
,273,13/02/1991,,,,,FALSE,0,0,0
,274,13/02/1991,,,,,FALSE,0,0,0
,275,20/02/1991,,,,,FALSE,0,0,0
,276,20/02/1991,,,,,FALSE,0,0,0
,277,06/03/1991,,,,,FALSE,0,0,0
,278,06/03/1991,,,,,FALSE,0,0,0
,279,15/05/1991,,,,,FALSE,0,0,0
,280,10/04/1991,,,,,FALSE,0,0,0
,281,15/05/1991,,,,,FALSE,0,0,0
,282,10/04/1991,,,,,FALSE,0,0,0
,283,11/05/1990,,,,,FALSE,0,0,0
,284,05/06/1991,,,,,FALSE,0,0,0
,285,03/07/1991,,,,,FALSE,0,0,0
,286,03/07/1991,,,,,FALSE,0,0,0
,287,03/07/1991,,,,,FALSE,0,0,0
,288,17/07/1991,,,,,FALSE,0,0,0
,289,31/07/1991,,,,,FALSE,0,0,0
,290,31/07/1991,,,,,FALSE,0,0,0
,291,31/07/1991,,,,,FALSE,0,0,0
,292,13/03/1991,,,,,FALSE,0,0,0
,293,13/09/1988,,,,,FALSE,0,0,0
,294,13/09/1988,,,,,FALSE,0,0,0
,295,16/01/1989,,,,,FALSE,0,0,0
,296,25/03/1990,,,,,FALSE,0,0,0
,297,16/01/1989,,,,,FALSE,0,0,0
,298,13/09/1988,,,,,FALSE,0,0,0
,299,29/06/1990,,,,,FALSE,0,0,0
,300,29/06/1990,,,,,FALSE,0,0,0
,301,30/06/1990,,,,,FALSE,0,0,0
,302,30/06/1990,,,,,FALSE,0,0,0
,303,30/06/1989,,,,,FALSE,0,0,0
,304,21/05/1983,,,,,FALSE,0,0,0
,305,01/07/1989,,,,,FALSE,0,0,0
,306,01/07/1990,,,,,FALSE,0,0,0
,307,16/07/1990,,,,,FALSE,0,0,0
,308,10/08/1990,,,,,FALSE,0,0,0
,309,10/08/1990,,,,,FALSE,0,0,0
,310,02/09/1990,,,,,FALSE,0,0,0
,311,16/07/1990,,,,,FALSE,0,0,0
,312,01/07/1990,,,,,FALSE,0,0,0
,313,30/06/1989,,,,,FALSE,0,0,0
,314,30/06/1990,,,,,FALSE,0,0,0
,315,01/07/1989,,,,,FALSE,0,0,0
,316,29/06/1990,,,,,FALSE,0,0,0
,317,29/06/1990,,,,,FALSE,0,0,0
,318,29/06/1990,,,,,FALSE,0,0,0
,319,29/06/1990,,,,,FALSE,0,0,0
,320,29/06/1989,,,,,FALSE,0,0,0
,321,29/06/1990,,,,,FALSE,0,0,0
,322,29/06/1989,,,,,FALSE,0,0,0
,323,29/06/1990,,,,,FALSE,0,0,0
,324,29/06/1989,,,,,FALSE,0,0,0
,325,13/09/1988,,,,,FALSE,0,0,0
,326,16/01/1989,,,,,FALSE,0,0,0
,327,13/09/1988,,,,,FALSE,0,0,0
,328,16/01/1989,,,,,FALSE,0,0,0
,329,13/09/1988,,,,,FALSE,0,0,0
,330,25/03/1990,,,,,FALSE,0,0,0
,331,13/09/1988,,,,,FALSE,0,0,0
,332,31/01/1990,,,,,FALSE,0,0,0
,333,13/09/1988,,,,,FALSE,0,0,0
,334,31/12/1996,,,,,FALSE,0,0,0
1222,335,27/08/2003,1287,100,3,464,FALSE,3,3,0
,336,02/10/1991,,,,,FALSE,0,0,0
,337,02/10/1991,,,,,FALSE,0,0,0
,338,02/10/1991,,,,,FALSE,0,0,0
,339,02/10/1991,,,,,FALSE,0,0,0
,340,02/10/1991,,,,,FALSE,0,0,0
,341,02/10/1991,,,,,FALSE,0,0,0
,342,23/10/1991,,,,,FALSE,0,0,0
,343,06/11/1991,,,,,FALSE,0,0,0
,344,20/07/1990,,,,,FALSE,0,0,0
,345,25/12/1991,,,,,FALSE,0,0,0
,346,01/01/1992,,,,,FALSE,0,0,0
,347,01/01/1992,,,,,FALSE,0,0,0
,348,08/01/1992,,,,,FALSE,0,0,0
,349,08/01/1992,,,,,FALSE,0,0,0
,350,15/01/1992,,,,,FALSE,0,0,0
,351,26/02/1992,,,,,FALSE,0,0,0
,352,26/02/1992,,,,,FALSE,0,0,0
,353,26/02/1992,,,,,FALSE,0,0,0
,354,08/01/1992,,,,,FALSE,0,0,0
,355,01/01/1992,,,,,FALSE,0,0,0
,356,01/01/1992,,,,,FALSE,0,0,0
,357,23/10/1991,,,,,FALSE,0,0,0
,358,15/07/1992,,,,,FALSE,0,0,0
,359,05/08/1992,,,,,FALSE,0,0,0
,360,01/08/1992,,,,,FALSE,0,0,0
,361,01/08/1992,,,,,FALSE,0,0,0
,362,11/09/1992,,,,,FALSE,0,0,0
,363,01/10/1992,,,,,FALSE,0,0,0
,364,01/10/1992,,,,,FALSE,0,0,0
,365,01/10/1992,,,,,FALSE,0,0,0
,366,26/10/1992,,,,,FALSE,0,0,0
,367,26/10/1992,,,,,FALSE,0,0,0
,368,02/12/1992,,,,,FALSE,0,0,0
,369,16/12/1992,,,,,FALSE,0,0,0
,370,25/12/1992,,,,,FALSE,0,0,0
,371,20/01/1993,,,,,FALSE,0,0,0
,372,20/01/1993,,,,,FALSE,0,0,0
,373,25/12/1992,,,,,FALSE,0,0,0
,374,25/02/1993,,,,,FALSE,0,0,0
,375,25/02/1993,,,,,FALSE,0,0,0
,376,14/03/1993,,,,,FALSE,0,0,0
,377,17/03/1993,,,,,FALSE,0,0,0
,378,07/06/1993,,,,,FALSE,0,0,0
,379,09/06/1993,,,,,FALSE,0,0,0
,380,15/07/1993,,,,,FALSE,0,0,0
,381,11/06/1994,,,,,FALSE,0,0,0
,382,01/12/1993,,,,,FALSE,0,0,0
,383,14/11/1993,,,,,FALSE,0,0,0
,384,14/04/1994,,,,,FALSE,0,0,0
,385,14/04/1994,,,,,FALSE,0,0,0
,386,22/05/1994,,,,,FALSE,0,0,0
,387,10/06/1994,,,,,FALSE,0,0,0
,388,10/06/1994,,,,,FALSE,0,0,0
,389,07/06/1998,,,,,FALSE,0,0,0
,390,11/06/1994,,,,,FALSE,0,0,0
,391,09/09/1993,,,,,FALSE,0,0,0
,392,12/06/1994,,,,,FALSE,0,0,0
,393,05/06/1994,,,,,FALSE,0,0,0
,394,10/09/1994,,,,,FALSE,0,0,0
,395,11/09/1993,,,,,FALSE,0,0,0
,396,21/06/1994,,,,,FALSE,0,0,0
,397,24/01/1994,,,,,FALSE,0,0,0
,398,19/04/1994,,,,,FALSE,0,0,0
,399,17/04/1994,,,,,FALSE,0,0,0
,400,17/04/1994,,,,,FALSE,0,0,0
,401,17/04/1994,,,,,FALSE,0,0,0
,402,18/04/1994,,,,,FALSE,0,0,0
,403,14/12/1993,,,,,FALSE,0,0,0
,404,14/12/1993,,,,,FALSE,0,0,0
,405,15/12/1993,,,,,FALSE,0,0,0
,406,19/04/1994,,,,,FALSE,0,0,0
,407,19/04/1994,,,,,FALSE,0,0,0
,408,20/04/1994,,,,,FALSE,0,0,0
,409,23/04/1994,,,,,FALSE,0,0,0
,410,23/04/1994,,,,,FALSE,0,0,0
,411,23/04/1994,,,,,FALSE,0,0,0
,412,23/04/1994,,,,,FALSE,0,0,0
,413,24/04/1994,,,,,FALSE,0,0,0
,414,24/04/1994,,,,,FALSE,0,0,0
,415,24/04/1994,,,,,FALSE,0,0,0
,416,26/04/1994,,,,,FALSE,0,0,0
,417,22/12/1993,,,,,FALSE,0,0,0
,418,26/04/1994,,,,,FALSE,0,0,0
,419,28/04/1994,,,,,FALSE,0,0,0
,420,28/04/1994,,,,,FALSE,0,0,0
,421,24/12/1993,,,,,FALSE,0,0,0
,422,28/04/1994,,,,,FALSE,0,0,0
,423,28/04/1994,,,,,FALSE,0,0,0
,424,28/12/1993,,,,,FALSE,0,0,0
,425,02/05/1994,,,,,FALSE,0,0,0
,426,14/08/1974,,,,,FALSE,0,0,0
,427,19/03/1975,,,,,FALSE,0,0,0
,428,12/03/1977,,,,,FALSE,0,0,0
,429,13/03/1978,,,,,FALSE,0,0,0
,430,22/07/1984,,,,,FALSE,0,0,0
,431,11/09/1986,,,,,FALSE,0,0,0
,432,14/09/1986,,,,,FALSE,0,0,0
,433,21/09/1986,,,,,FALSE,0,0,0
,434,22/09/1986,,,,,FALSE,0,0,0
,435,13/09/1986,,,,,FALSE,0,0,0
500,436,10/12/1992,494,100,3,465,FALSE,2,2,0
,437,10/12/1992,,,,,FALSE,0,0,0
,438,07/08/1992,,,,,FALSE,0,0,0
800,439,07/08/1992,42,71,3,466,FALSE,2,2,0
,440,07/08/1992,2843,,3,,FALSE,0,2,0
,441,07/08/1992,2843,,3,,FALSE,0,2,0
,442,08/08/1992,2764,,3,,FALSE,0,2,0
,443,08/08/1992,2764,,3,,FALSE,0,2,0
464,444,11/12/1992,25,100,3,467,FALSE,2,2,0
500,445,11/12/1992,494,100,3,468,FALSE,2,2,0
233,446,10/08/1992,,36,,469,FALSE,2,0,0
,447,08/08/1992,,,,,FALSE,0,0,0
,448,08/08/1992,,,,,FALSE,0,0,0
207,449,09/08/1992,65,100,3,470,FALSE,2,2,0
800,450,09/08/1992,,53,,471,FALSE,2,0,0
799,451,09/08/1992,,45,,472,FALSE,2,0,0
430,452,13/12/1992,,55,,473,FALSE,2,0,0
,453,10/08/1992,51,,3,,FALSE,0,2,0
,454,10/08/1992,2756,,3,,FALSE,0,2,0
,455,10/08/1992,215,,3,,FALSE,0,2,0
,456,10/08/1992,173,,3,,FALSE,0,2,0
,457,10/08/1992,,,,,FALSE,0,0,0
171,458,11/08/1992,170,54,3,474,FALSE,2,2,0
207,459,11/08/1992,65,100,3,475,FALSE,2,2,0
462,460,14/12/1992,77,63,3,476,FALSE,2,2,0
,461,11/08/1992,77,,3,,FALSE,0,2,0
,462,11/08/1992,65,,3,,FALSE,0,2,0
,463,13/07/1993,,,,,FALSE,0,0,0
,464,10/08/1992,216,,3,,FALSE,0,2,0
,465,11/08/1992,77,,3,,FALSE,0,2,0
213,466,11/08/1993,77,45,3,477,FALSE,2,2,0
,467,11/08/1992,176,,3,,FALSE,0,2,0
,468,11/08/1992,176,,3,,FALSE,0,2,0
,469,11/08/1992,176,,3,,FALSE,0,2,0
237,470,12/08/1992,,54,,478,FALSE,2,0,0
237,471,12/08/1992,,47,,479,FALSE,2,0,0
78,472,15/12/1992,,55,,480,FALSE,2,0,0
,473,12/08/1992,73,,3,,FALSE,0,2,0
168,474,12/08/1992,73,58,3,481,FALSE,2,2,0
168,475,12/08/1992,73,55,3,482,FALSE,2,2,0
,476,12/08/1992,77,,3,,FALSE,0,2,0
,477,14/08/1992,77,,3,,FALSE,0,2,0
,478,12/08/1992,73,,3,,FALSE,0,2,0
,479,16/08/1992,73,,3,,FALSE,0,2,0
,480,13/08/1993,,,,,FALSE,0,0,0
,481,17/05/1993,,,,,FALSE,0,0,0
,482,13/08/1992,,,,,FALSE,0,0,0
,483,17/12/1992,,,,,FALSE,0,0,0
,484,14/08/1992,,,,,FALSE,0,0,0
,485,14/08/1992,,,,,FALSE,0,0,0
,486,14/08/1992,,,,,FALSE,0,0,0
,487,31/05/1993,,,,,FALSE,0,0,0
,488,14/08/1992,,,,,FALSE,0,0,0
,489,14/08/1992,,,,,FALSE,0,0,0
,490,14/08/1993,,,,,FALSE,0,0,0
,491,17/05/1993,,,,,FALSE,0,0,0
,492,17/05/1993,,,,,FALSE,0,0,0
,493,15/08/1992,,,,,FALSE,0,0,0
,494,02/07/1990,,,,,FALSE,0,0,0
,495,08/07/1993,,,,,FALSE,0,0,0
,496,08/07/1993,446,,3,,FALSE,0,2,0
443,497,08/07/1993,,50,,483,FALSE,2,0,0
189,498,10/11/1993,,42,,484,FALSE,2,0,0
,499,08/07/1993,21,,3,,FALSE,0,2,0
799,500,03/05/1991,,40,,485,FALSE,2,0,0
594,501,09/04/1994,29,100,3,486,FALSE,2,2,0
297,502,08/07/1993,478,100,3,487,FALSE,2,2,0
,503,08/07/1993,54,,3,,FALSE,0,2,0
2749,504,08/07/1993,,56,,488,FALSE,2,0,0
2845,505,08/07/1993,75,95,3,489,FALSE,2,2,0
2845,506,08/07/1993,75,92,3,490,FALSE,2,2,0
294,507,08/07/1993,,33,,491,FALSE,2,0,0
,508,08/07/1993,331,,3,,FALSE,0,2,0
329,509,08/07/1993,,43,,492,FALSE,2,0,0
462,510,11/07/1993,465,100,3,493,FALSE,2,2,0
,511,11/07/1993,,,,,FALSE,0,0,0
,512,11/07/1993,216,,3,,FALSE,0,2,0
,513,14/11/1993,,,,,FALSE,0,0,0
,514,02/03/1992,,,,,FALSE,0,0,0
,515,14/04/1994,,,,,FALSE,0,0,0
,516,13/07/1993,,,,,FALSE,0,0,0
,517,13/07/1993,,,,,FALSE,0,0,0
,518,14/04/1994,,,,,FALSE,0,0,0
,519,13/07/1993,,,,,FALSE,0,0,0
,520,13/07/1994,,,,,FALSE,0,0,0
628,521,17/05/1994,498,88,3,494,FALSE,2,2,0
,522,16/07/1993,33,,3,,FALSE,0,2,0
,523,16/07/1993,33,,3,,FALSE,0,2,0
,524,16/07/1993,33,,3,,FALSE,0,2,0
,525,16/07/1993,,,,,FALSE,0,0,0
528,526,17/05/1994,178,100,3,495,FALSE,2,2,0
64,527,17/05/1994,178,100,3,496,FALSE,2,2,0
64,528,16/07/1993,178,100,3,497,FALSE,2,2,0
,529,16/07/1993,,,,,FALSE,0,0,0
,530,16/07/1993,,,,,FALSE,0,0,0
,531,16/07/1993,73,,3,,FALSE,0,2,0
,532,19/04/1994,,,,,FALSE,0,0,0
,533,20/04/1994,,,,,FALSE,0,0,0
,534,19/07/1993,,,,,FALSE,0,0,0
,535,19/07/1993,,,,,FALSE,0,0,0
,536,20/07/1993,,,,,FALSE,0,0,0
,537,20/07/1993,,,,,FALSE,0,0,0
,538,19/07/1993,,,,,FALSE,0,0,0
,539,21/07/1993,478,,3,,FALSE,0,2,0
,540,21/07/1993,446,,3,,FALSE,0,2,0
