BirdID,BirthDate,Sex,Island
1570,07/10/1999,1,CN
1570,07/10/1999,1,CN
1570,07/10/1999,1,CN
1570,07/10/1999,1,CN
1569,06/12/1998,1,CN
1569,06/12/1998,1,CN
1569,06/12/1998,1,CN
1569,06/12/1998,1,CN
1569,06/12/1998,1,CN
1569,06/12/1998,1,CN
1569,06/12/1998,1,CN
1568,06/10/1999,1,CN
1568,06/10/1999,1,CN
1568,06/10/1999,0,CN
1568,06/10/1999,0,CN
1567,08/04/1999,1,CN
1567,08/04/1999,1,CN
1567,08/04/1999,0,CN
1567,08/04/1999,0,CN
1567,08/04/1999,0,CN
1566,05/10/1999,1,CN
1566,05/10/1999,1,CN
1566,05/10/1999,1,CN
1566,05/10/1999,1,CN
1566,05/10/1999,1,CN
1566,05/10/1999,1,CN
1566,05/10/1999,1,CN
1566,05/10/1999,1,CN
1566,05/10/1999,1,CN
1565,30/07/1999,1,CN
1565,30/07/1999,1,CN
1565,30/07/1999,1,CN
1564,04/10/1999,1,CN
1564,04/10/1999,1,CN
1564,04/10/1999,1,CN
1563,07/04/1999,0,CN
1563,07/04/1999,0,CN
1563,07/04/1999,0,CN
1563,07/04/1999,0,CN
1563,07/04/1999,0,CN
1563,07/04/1999,0,CN
1563,07/04/1999,0,CN
1563,07/04/1999,0,CN
1562,20/09/1999,0,CN
1562,20/09/1999,0,CN
1562,20/09/1999,0,CN
1562,20/09/1999,0,CN
1562,20/09/1999,0,CN
1561,03/10/1999,0,CN
1561,03/10/1999,0,CN
1561,03/10/1999,0,CN
1560,03/10/1999,0,CN
1560,03/10/1999,0,CN
1560,03/10/1999,0,CN
1560,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1559,03/10/1999,0,CN
1558,03/10/1999,0,CN
1558,03/10/1999,0,CN
1558,03/10/1999,0,CN
1558,03/10/1999,0,CN
1558,03/10/1999,0,CN
1558,03/10/1999,0,CN
1558,03/10/1999,0,CN
1558,03/10/1999,0,CN
1558,03/10/1999,0,CN
1557,03/10/1999,1,CN
1557,03/10/1999,1,CN
1557,03/10/1999,1,CN
1556,03/10/1999,1,CN
1556,03/10/1999,1,CN
1556,03/10/1999,1,CN
1555,04/08/1999,0,CN
1555,04/08/1999,0,CN
1555,04/08/1999,0,CN
1554,03/08/1999,1,CN
1554,03/08/1999,1,CN
1554,03/08/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1553,02/10/1999,1,CN
1552,02/10/1999,0,CN
1552,02/10/1999,1,CN
1552,02/10/1999,1,CN
1552,02/10/1999,0,CN
1552,02/10/1999,0,CN
1552,02/10/1999,0,CN
1552,02/10/1999,0,CN
1552,02/10/1999,0,CN
1552,02/10/1999,0,CN
1551,25/07/1999,1,CN
1551,25/07/1999,1,CN
1551,25/07/1999,1,CN
1550,23/09/1999,0,CN
1550,23/09/1999,0,CN
1550,23/09/1999,0,CN
1550,23/09/1999,0,CN
1550,23/09/1999,0,CN
1549,22/09/1999,1,CN
1549,22/09/1999,1,CN
1549,22/09/1999,1,CN
1548,22/09/1999,0,CN
1548,22/09/1999,0,CN
1548,22/09/1999,0,CN
1547,23/08/1999,1,CN
1547,23/08/1999,0,CN
1547,23/08/1999,0,CN
1546,23/07/1999,1,CN
1546,23/07/1999,1,CN
1545,23/07/1999,1,CN
1545,23/07/1999,1,CN
1545,23/07/1999,1,CN
1544,23/07/1999,0,CN
1544,23/07/1999,0,CN
1544,23/07/1999,0,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1543,06/04/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1542,23/09/1999,1,CN
1541,23/09/1999,0,CN
1541,23/09/1999,0,CN
1541,23/09/1999,1,CN
1541,23/09/1999,0,CN
1541,23/09/1999,0,CN
1541,23/09/1999,0,CN
1541,23/09/1999,0,CN
1541,23/09/1999,0,CN
1541,23/09/1999,0,CN
1540,23/09/1999,1,CN
1540,23/09/1999,1,CN
1540,23/09/1999,1,CN
1540,23/09/1999,1,CN
1540,23/09/1999,1,CN
1540,23/09/1999,1,CN
1539,22/09/1999,1,CN
1539,22/09/1999,1,CN
1539,22/09/1999,1,CN
1539,22/09/1999,1,CN
1539,22/09/1999,1,CN
1539,22/09/1999,1,CN
1538,24/07/1999,0,CN
1538,24/07/1999,1,CN
1538,24/07/1999,0,CN
1538,24/07/1999,0,CN
1538,24/07/1999,0,CN
1538,24/07/1999,0,CN
1538,24/07/1999,0,CN
1538,24/07/1999,0,CN
1537,16/09/1999,0,CN
1537,16/09/1999,0,CN
1537,16/09/1999,0,CN
1536,09/09/1999,0,CN
1536,09/09/1999,0,CN
1536,09/09/1999,0,CN
1536,09/09/1999,0,CN
1536,09/09/1999,0,CN
1536,09/09/1999,0,CN
1536,09/09/1999,0,CN
1536,09/09/1999,0,CN
1536,09/09/1999,0,CN
1536,09/09/1999,0,CN
1536,09/09/1999,0,CN
1536,09/09/1999,0,CN
1535,30/07/1999,1,CN
1535,30/07/1999,1,CN
1535,30/07/1999,1,CN
1534,05/09/1998,1,CN
1534,05/09/1998,1,CN
1534,05/09/1998,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1533,31/08/1999,1,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,1,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,1,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1532,21/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1531,20/08/1999,0,CN
1530,20/08/1999,0,CN
1530,20/08/1999,0,CN
1530,20/08/1999,0,CN
1530,20/08/1999,0,CN
1530,20/08/1999,0,CN
1530,20/08/1999,0,CN
1530,20/08/1999,0,CN
1530,20/08/1999,0,CN
1529,29/08/1999,1,CN
1529,29/08/1999,1,CN
1529,29/08/1999,1,CN
1529,29/08/1999,1,CN
1529,29/08/1999,1,CN
1529,29/08/1999,1,CN
1529,29/08/1999,1,CN
1529,29/08/1999,1,CN
1528,05/09/1999,0,CN
1528,05/09/1999,0,CN
1528,05/09/1999,0,CN
1528,05/09/1999,0,CN
1528,05/09/1999,0,CN
1528,05/09/1999,0,CN
1527,07/09/1999,0,CN
1527,07/09/1999,0,CN
1527,07/09/1999,0,CN
1527,07/09/1999,0,CN
1527,07/09/1999,0,CN
1527,07/09/1999,0,CN
1527,07/09/1999,0,CN
1527,07/09/1999,0,CN
1526,31/08/1999,1,CN
1526,31/08/1999,1,CN
1526,31/08/1999,1,CN
1525,31/08/1999,0,CN
1525,31/08/1999,0,CN
1525,31/08/1999,0,CN
1524,31/08/1999,1,CN
1524,31/08/1999,1,CN
1524,31/08/1999,1,CN
1524,31/08/1999,1,CN
1524,31/08/1999,1,CN
1524,31/08/1999,1,CN
1524,31/08/1999,1,CN
1524,31/08/1999,1,CN
1524,31/08/1999,1,CN
1524,31/08/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1523,17/06/1999,1,CN
1522,31/08/1999,1,CN
1522,31/08/1999,1,CN
1522,31/08/1999,1,CN
1521,22/08/1999,1,CN
1521,22/08/1999,1,CN
1521,22/08/1999,1,CN
1521,22/08/1999,1,CN
1521,22/08/1999,1,CN
1521,22/08/1999,1,CN
1521,22/08/1999,1,CN
1521,22/08/1999,1,CN
1520,28/08/1999,1,CN
1520,28/08/1999,1,CN
1520,28/08/1999,1,CN
1520,28/08/1999,1,CN
1520,28/08/1999,1,CN
1520,28/08/1999,1,CN
1519,20/08/1999,1,CN
1519,20/08/1999,1,CN
1519,20/08/1999,1,CN
1519,20/08/1999,1,CN
1519,20/08/1999,1,CN
1519,20/08/1999,1,CN
1519,20/08/1999,1,CN
1519,20/08/1999,1,CN
1518,17/06/1999,0,CN
1518,17/06/1999,0,CN
1518,17/06/1999,0,CN
1517,29/08/1998,0,CN
1517,29/08/1998,0,CN
1517,29/08/1998,0,CN
1517,29/08/1998,0,CN
1516,15/08/1999,0,CN
1516,15/08/1999,0,CN
1516,15/08/1999,0,CN
1515,20/06/1999,1,CN
1515,20/06/1999,1,CN
1515,20/06/1999,1,CN
1515,20/06/1999,1,CN
1515,20/06/1999,1,CN
1514,04/07/1999,1,CN
1514,04/07/1999,1,CN
1514,04/07/1999,1,CN
1513,13/08/1999,0,CN
1513,13/08/1999,0,CN
1513,13/08/1999,0,CN
1512,03/08/1999,1,CN
1512,03/08/1999,1,CN
1512,03/08/1999,1,CN
1512,03/08/1999,1,CN
1512,03/08/1999,1,CN
1512,03/08/1999,1,CN
1512,03/08/1999,1,CN
1512,03/08/1999,1,CN
1512,03/08/1999,1,CN
1511,17/04/1999,0,CN
1511,17/04/1999,0,CN
1511,17/04/1999,0,CN
1511,17/04/1999,0,CN
1511,17/04/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1510,20/06/1999,0,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1509,27/03/1999,1,CN
1508,27/03/1999,0,CN
1508,27/03/1999,0,CN
1508,27/03/1999,0,CN
1508,27/03/1999,1,CN
1508,27/03/1999,0,CN
1508,27/03/1999,1,CN
1508,27/03/1999,0,CN
1507,17/06/1999,0,CN
1507,17/06/1999,0,CN
1507,17/06/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
1506,05/08/1999,0,CN
